link,tieu_de,dia_chi,loai_hinh,muc_gia_ty,gia_m2_trieu,dien_tich_m2,so_phong_ngu,so_phong_tam_ve_sinh,phap_ly,noi_that,so_tang,mat_tien_m,duong_vao_m,huong_nha,huong_ban_cong,ngay_dang,phuong,quan
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-xuong-trach-phuong-khuong-dinh/-lo-goc-2-thoang-thanh-xuan-truoc-de-10-xe-may-gia-6-9-ty-pr43775320,(Lô góc 2 thoáng)Bùi Xương Trạch - Thanh Xuân - trước nhà để 10 xe máy - Giá 6.9 tỷ,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",Nhà riêng,6.9,230.0,30.0,3,3,Có,Cơ bản,4,4.5,3.5,Đông - Nam,Đông - Nam,13/08/2025,Phường Khương Đình,Thanh Xuân
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-ngoc-lam-2/sieu-pham-6-tang-thang-may-gara-o-to-50m2-o-long-bien-gia-13-5-ty-pr43232951,Siêu phẩm nhà mới Nguyễn Văn Cừ - 50m2 6 tầng thang máy - full nội thất - ô tô vào nhà - lô góc,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",Nhà riêng,12.9,273.3,47.2,3,4,Có,Đầy đủ,6,5.37,3.2,Đông - Nam,Đông - Nam,14/08/2025,Phường Ngọc Lâm,Long Biên
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thai-phuong-khuong-trung/-2-o-to-tranh-tam-quan-thanh-xuan-5-tang-thang-may-chay-veo-veo-pr43782027,"Nhà đường 2 ô tô tránh, trung tâm quận Thanh Xuân, 5 tầng thang máy chạy vèo vèo","Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội",Nhà riêng,21.6,439.02,49.2,6,4,Có,Không có,5,4.7,4.26,Đông - Nam,Đông - Nam,14/08/2025,Phường Khương Trung,Thanh Xuân
https://batdongsan.com.vn/ban-nha-rieng-pho-hoang-cau-phuong-khuong-thuong/sieu-hiem-dong-da-o-to-7-tang-thang-may-x-40m2-x-mat-tien-7m-x-23-ty-noi-that-dep-pr43780545,Siêu hiếm Hoàng Cầu - Đống Đa - ô tô - 7 tầng thang máy x 40m2 x mặt tiền 7m x 23 tỷ - nội thất đẹp,"Phố Hoàng Cầu, Phường Khương Thượng, Đống Đa, Hà Nội",Nhà riêng,23.0,575.0,40.0,4,4,Có,Không có,7,7.0,4.26,Đông - Nam,Đông - Nam,13/08/2025,Phường Khương Thượng,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-thuy-phuong-dich-vong/hang-hiem-phan-lo-o-to-trung-tam-66m2-x-5-tang-x-8m-mat-tien-view-mipec-pr43780133,HÀNG HIẾM - PHÂN LÔ - Ô TÔ - TRUNG TÂM XUÂN THUỶ - 66M2 x 5 TẦNG x 8m MẶT TIỀN - VIEW MIPEC,"Đường Xuân Thủy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",Nhà riêng,21.0,318.18,66.0,5,4,Có,Không có,4,5.529999999999999,3.56,Đông - Nam,Đông - Nam,13/08/2025,Phường Dịch Vọng,Cầu Giấy
https://batdongsan.com.vn/ban-nha-rieng-phuong-xuan-la/chinh-chu-can-ban-3-tai-duong-quan-tay-ho-hn-lh-ngay-pr43035855,"Chính chủ cần bán 3 nhà tại đường Xuân La, quận Tây Hồ, HN. LH ngay 0948 689 ***","Phường Xuân La, Tây Hồ, Hà Nội",Nhà riêng,8.5,274.19,31.0,3,4,Không,Đầy đủ,5,5.140000000000001,3.4,Đông - Nam,Đông - Nam,12/08/2025,Phường Xuân La,Tây Hồ
https://batdongsan.com.vn/ban-nha-rieng-phuong-kham-thien/trung-phung-chinh-chu-can-ban-chdv-7-tang-13-phong-dt-55m2-mt-7-4m-gia-13-8-ty-pr43560045,"Chính chủ bán CHDV 8 tầng, 13 phòng, DT 55m2, MT 7,4m - Trung Phụng, Khâm Thiên, Cần Bán Gấp.","100.59 ngõ Chợ Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",Nhà riêng,13.8,250.91,55.0,13,13,Có,Đầy đủ,8,7.4,2.5,Đông - Nam,Đông - Nam,11/08/2025,Phường Khâm Thiên,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-duong-la-noi-phuong-duong-noi/minh-ban-35m2-6t-4pn-mat-ngo-88-ha-dong-oto-quay-dau-gan-nga-ba-o-va-kd-8-9ty-pr43423475,"Mình bán nhà 35m2 6T, 4PN DTSD 184m2 mặt ngõ 88 La Nội, Dương Nội, Hà Đông ôtô đỗ ở và KD, 9,5 tỷ","Ngõ 88, Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",Nhà riêng,9.5,283.58,33.5,4,4,Có,Đầy đủ,6,4.0,5.5,Đông - Bắc,Đông - Bắc,08/08/2025,Phường Dương Nội,Hà Đông
https://batdongsan.com.vn/ban-nha-rieng-phuong-bo-de/ban-tai-long-bien-ha-noi-23-950-ty-67-72-m2-cc-p-nhieu-tien-ich-pr43156471,"Bán nhà riêng tại Phường Bồ Đề, Long Biên, Hà Nội, 23,950 tỷ, 67,72 m2, nhà CC đẹp, nhiều tiện ích","Phường Bồ Đề, Long Biên, Hà Nội",Nhà riêng,23.95,353.66,67.72,4,6,Có,Cơ bản,6,4.3,4.3,Đông - Nam,Đông - Nam,06/08/2025,Phường Bồ Đề,Long Biên
https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-luong-phuong-thuong-dinh/sieu-hiem-phan-lo-o-to-tranh-ban-giao-tho-4-tang-100m2-x-mat-tien-6-6m-x-30-ty-pr43694989,"Siêu hiếm phân lô Lê Văn Lương - ô tô tránh - bàn giao thô 4 tầng - 100m2 x mặt tiền 6,6m x 30 tỷ","Đường Lê Văn Lương, Phường Thượng Đình, Thanh Xuân, Hà Nội",Nhà riêng,30.0,300.0,100.0,5,4,Có,Không có,4,6.6,3.2600000000000002,Đông - Nam,Đông - Nam,04/08/2025,Phường Thượng Đình,Thanh Xuân
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-son-phuong-gia-thuy/chinh-chu-ban-khu-vip-hang-khong-6-tang-thang-may-o-to-tranh-full-noi-that-pr43497411,"HÀNG HIẾM- SIÊU PHẨM KHU VIP HÀNG KHÔNG- NGUYỄN SƠN, NHÀ MỚI ĐẸP 6 TẦNG, FULL ĐỒ, CHỈ VIỆC VÀO Ở","Đường Nguyễn Sơn, Phường Gia Thụy, Long Biên, Hà Nội",Nhà riêng,14.05,351.25,40.0,3,3,Không,Đầy đủ,6,4.28,4.0,Đông - Nam,Đông - Nam,01/08/2025,Phường Gia Thụy,Long Biên
https://batdongsan.com.vn/ban-nha-rieng-pho-hoang-cau-phuong-cat-linh/ban-chinh-chu-dong-da-can-ban-gap-pr43785098,BÁN NHÀ CHÍNH CHỦ ĐỐNG ĐA CẦN BÁN GẤP,"Phố Hoàng Cầu, Phường Cát Linh, Đống Đa, Hà Nội",Nhà riêng,16.9,352.08,48.0,4,4,Có,Không có,5,4.8,3.96,Đông - Nam,Đông - Nam,14/08/2025,Phường Cát Linh,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-duong-da-sy-phuong-kien-hung/ban-tai-6-ty-vnd-30-m2-chinh-chu-gia-uu-i-q-ha-dong-hn-pr43784464,"Bán nhà riêng tại Đa Sỹ, 6 tỷ VND, 30 m2, Chính chủ, giá ưu đãi, Q.Hà Đông, HN","Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",Nhà riêng,6.0,200.0,30.0,3,4,Có,Cơ bản,4,4.0,4.0,Đông - Bắc,Đông - Nam,14/08/2025,Phường Kiến Hưng,Hà Đông
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-chinh-phuong-khuong-mai/ban-nr-sieu-hiem-thang-may-noi-that-vip-o-to-gan-pho-dt-40m2x6t-mt-7-3m-11-8-ty-pr43770971,"Bán NR Siêu hiếm, thang máy, nội thất VIP, Ô tô gần, phố Trường Chinh, dt 40m2x6t, mt 7.3m, 11.8 Tỷ","Đường Trường Chinh, Phường Khương Mai, Thanh Xuân, Hà Nội",Nhà riêng,11.8,295.0,40.0,3,5,Có,Đầy đủ,6,7.3,3.0,Đông - Nam,Đông - Nam,14/08/2025,Phường Khương Mai,Thanh Xuân
https://batdongsan.com.vn/ban-nha-rieng-pho-ke-tanh-phuong-giang-bien-1/ban-38m2-8-1-ty-long-ha-noi-gia-uu-dai-hot-pr43755071,"Bán Nhà Riêng 38m2, 8,1 tỷ, Kẻ Tạnh, Giang Biên, Long Biên, Hà Nội, giá ưu đãi Hot!","Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội",Nhà riêng,8.09,212.9,38.0,3,4,Có,Cơ bản,6,4.0,2.8,Bắc,Bắc,14/08/2025,Phường Giang Biên,Long Biên
https://batdongsan.com.vn/ban-nha-rieng-phuong-co-nhue-2/chinh-chu-can-ban-moi-xay-6-tang-dt-52-5m2-full-noi-that-o-2-bac-tu-liem-ha-noi-pr42666956,"Chính chủ cần bán nhà riêng mới xây 6 tầng DT 52,5m2 full nội thất ở Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội","Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",Nhà riêng,12.5,238.1,52.5,6,6,Có,Đầy đủ,6,3.6,2.5,Đông - Nam,Đông - Nam,14/08/2025,Phường Cổ Nhuế 2,Bắc Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-phuong-hang-bot-1/chinh-chu-ban-73-26-so-16-quan-tho-1-p-4-tang-moi-dep-sdcc-lh-pr43187666,"Chính chủ bán nhà 73/26 số nhà 16 Quan Thổ 1, P Hàng Bột. Nhà 4 tầng mới đẹp, SĐCC. LH 0909 562 ***","73/26 số nhà 16 Quan Thổ 1, Phường Hàng Bột, Đống Đa, Hà Nội",Nhà riêng,7.2,240.0,30.0,3,6,Có,Đầy đủ,4,3.5,3.06,Đông - Nam,Đông - Nam,14/08/2025,Phường Hàng Bột,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khoai-phuong-thanh-tri/ccmn-100m2-5-tang-15-phong-10-5-pr43780310,CCMN - 100m2 - 5 tầng - 15 phòng - 10.5 tỷ,"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội",Nhà riêng,10.5,105.0,100.0,15,15,Có,Đầy đủ,5,5.46,3.4,Đông - Nam,Đông - Nam,13/08/2025,Phường Thanh Trì,Hoàng Mai
https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-xuan-la/ban-tay-ho-phan-lo-gan-pho-ho-tay-o-to-do-52m-x-5-tang-gia-11-ty-nhinh-pr43779057,"Bán Nhà Lạc Long Quân -Tây Hồ - Phân Lô - Gần Phố, Hồ Tây -Ô TÔ Đỗ - 52M x 5 Tầng Giá 11 Tỷ Nhinh","Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",Nhà riêng,11.4,207.27,55.0,3,4,Có,Đầy đủ,5,3.9800000000000004,3.0,Đông - Nam,Đông - Nam,13/08/2025,Phường Xuân La,Tây Hồ
https://batdongsan.com.vn/ban-nha-rieng-pho-bach-mai-phuong-bach-mai/ban-15-5-ty-146m2-o-hai-ba-trung-ha-noi-gia-cuc-chat-bao-dep-pr43777826,"Bán nhà riêng 15,5 tỷ, 146m2 ở Bạch Mai, Hai Bà Trưng, Hà Nội, giá cực chất bao đẹp","Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",Nhà riêng,15.5,106.16,146.0,4,3,Có,Đầy đủ,4,6.0,2.0,Đông - Nam,Đông - Nam,13/08/2025,Phường Bạch Mai,Hai Bà Trưng
https://batdongsan.com.vn/ban-nha-rieng-pho-kim-ma-phuong-kim-ma/ban-quan-ba-dinh-ngo-o-to-kinh-doanh-sam-uat-2-mat-ngo-69m2-x-5t-nhinh-15-ty-pr43639713,Nhà KIM MÃ - ngõ Ô TÔ thông- KINH DOANH sầm uất - 2 mặt ngõ trước sau 69m2 x 5T. Giá rẻ Nhỉnh 15 tỷ,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",Nhà riêng,15.0,217.39,69.0,7,4,Có,Cơ bản,5,3.5,6.0,Đông - Nam,Đông - Nam,13/08/2025,Phường Kim Mã,Ba Đình
https://batdongsan.com.vn/ban-nha-rieng-pho-doc-ngu-phuong-cong-vi/ban-7-tang-thang-may-xay-moi-vua-o-vua-kinh-doanh-trung-tam-ba-dinh-pr43776337,Bán nhà - 7 TẦNG THANG MÁY XÂY MỚI - VỪA Ở VỪA KINH DOANH - Trung tâm Ba Đình,"Phố Đốc Ngữ, Phường Cống Vị, Ba Đình, Hà Nội",Nhà riêng,17.5,388.89,45.0,4,5,Có,Không có,7,4.696,4.26,Đông - Nam,Đông - Nam,13/08/2025,Phường Cống Vị,Ba Đình
https://batdongsan.com.vn/ban-nha-rieng-duong-van-cao-phuong-lieu-giai/ban-ba-dinh-toa-chdvcc-pho-o-to-vao-dung-do-120-9-mt7-2-thoang-h-s-200tr-pr42144799,"Bán nhà Ba Đình, toà CHDVCC phố Văn Cao, ô tô vào nhà dừng đỗ, 120m2*8T, MT 7m, 2 thoáng, H/S 200tr","Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",Nhà riêng,56.95,474.58,120.0,14,8,Không,Không có,8,7.0,4.26,Đông - Nam,Đông - Nam,13/08/2025,Phường Liễu Giai,Ba Đình
https://batdongsan.com.vn/ban-nha-rieng-duong-van-quan-phuong-quang-trung-17/ban-can-goc-5-tang-ngay-nga-5-xa-la-40m-oto-tranh-kinh-doanh-nho-tot-gia-chi-7-5ty-pr43775842,Bán căn góc 5 tầng ngay ngã 5 Xa La Văn Quán 40m² ôtô tránh Kinh Doanh nhỏ tốt giá chỉ 7.5tỷ,"Đường Văn Quán, Phường Quang Trung, Hà Đông, Hà Nội",Nhà riêng,7.5,187.5,40.0,4,4,Không,Không có,5,5.0600000000000005,3.56,Đông - Nam,Đông - Nam,13/08/2025,Phường Quang Trung,Hà Đông
https://batdongsan.com.vn/ban-nha-rieng-duong-vong-thi-phuong-buoi/ban-can-ho-dich-vu-sat-ho-tay-moi-dep-dong-tien-tot-pr43772763,Bán căn hộ dịch vụ - sát hồ Tây - nhà mới đẹp - dòng tiền tốt,"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",Nhà riêng,88.0,338.46,260.0,8,8,Có,Không có,8,5.610000000000001,3.96,Đông - Nam,Đông - Nam,13/08/2025,Phường Bưởi,Tây Hồ
https://batdongsan.com.vn/ban-nha-rieng-pho-lang-ha-phuong-lang-ha/ban-phan-lo-oto-trong-6-tang-thang-may-66m2-mt-5m-chi-28-ty-ngay-ha-pr43772546,"Bán nhà phân lô - ô tô trong nhà, 6 tầng thang máy, 66m2 MT 5m. Chỉ 28 tỷ ngay Phố Láng Hạ","Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",Nhà riêng,28.0,424.24,66.0,6,8,Có,Đầy đủ,6,5.0,4.0,Đông - Nam,Đông - Nam,13/08/2025,Phường Láng Hạ,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-duong-dong-bat-phuong-my-dinh-2/ban-thoang-truoc-sau-khu-tt-benh-vien-19-8-ngo-nong-rong-5m-pr43578946,"Bán nhà thoáng trước sau khu TT phân lô bệnh viện 19 - 8 ngõ nông, rộng 5m","Đường Đồng Bát, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nhà riêng,20.0,370.37,54.0,4,4,Có,Cơ bản,4,5.4,5.0,Nam,Nam,13/08/2025,Phường Mỹ Đình 2,Nam Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-thai-tong-phuong-dich-vong/ban-toa-van-phong-ngo-93-quan-cau-giay-153m2-9-tang-mat-tien-8-5m-95-ty-pr43771067,"Bán tòa nhà văn phòng ngõ 93 Trần Thái Tông, Quận Cầu Giấy: 153m2, 9 tầng, mặt tiền 8.5m, 95 tỷ","Ngõ 93, Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội",Nhà riêng,95.0,620.92,153.0,9,9,Có,Không có,9,8.5,4.26,Đông - Nam,Đông - Nam,13/08/2025,Phường Dịch Vọng,Cầu Giấy
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-gia-thuy/can-don-dau-cau-tran-hung-dao-pho-60m2-7-tang-thang-may-full-noi-that-vip-pr43149681,"CĂN NHÀ ĐÓN ĐẦU CẦU TRẦN HƯNG ĐẠO PHỐ NGUYỄN VĂN CỪ - 60M2, 7 TẦNG THANG MÁY - FULL NỘi THẤT VIP","Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",Nhà riêng,17.8,296.67,60.0,4,4,Có,Đầy đủ,7,4.65,2.5,Đông - Nam,Đông - Nam,12/08/2025,Phường Gia Thụy,Long Biên
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-khat-chan-phuong-thanh-luong/ban-moi-5-tang-thang-may-35m-lo-goc-gan-pho-pr43770111,BÁN NHÀ MỚI - 5 TẦNG THANG MÁY - TRẦN KHÁT CHÂN- 35M -LÔ GÓC - GẦN PHỐ,"Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",Nhà riêng,8.6,245.71,35.0,6,6,Không,Không có,5,4.5,3.3600000000000003,Đông - Nam,Đông - Nam,12/08/2025,Phường Thanh Lương,Hai Bà Trưng
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-dinh/-dan-xay-3-thoang-20m-ra-o-to-50m-ra-mat-pho-57m2-chi-10-6-ty-pr43769948,"Xuân Đỉnh - dân xây 3 mặt thoáng - 20m ra ô tô - 50m ra mặt phố, 57m2, chỉ 10.6 tỷ","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Nhà riêng,10.6,185.96,57.0,4,3,Có,Cơ bản,5,4.8,2.0,Đông - Nam,Đông - Nam,12/08/2025,Phường Xuân Đỉnh,Bắc Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-dien-phuong-phu-dien/ban-76m2-x-3t-9m2-mat-tien-lo-goc-dong-tien-ccmn-10m-ra-pho-o-to-gia-nhinh-11ty-pr43768388,Bán nhà Phú Diễn 76m2 x 3T 9m mặt tiền - lô góc - dòng tiền CCMN - 10m ra phố ô tô giá nhỉnh 11tỷ,"Đường Cầu Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Nhà riêng,11.5,151.32,76.0,6,6,Có,Không có,3,9.0,3.56,Đông - Nam,Đông - Nam,12/08/2025,Phường Phú Diễn,Bắc Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tan-phuong-cong-vi/ban-pl-vip-ngo-12-ba-dinh-ha-noi-dt-45m2x7-g-lo-goc-oto-7-cho-do-cua-18-5ty-pr43698272,"Bán nhà PL VIP ngõ 12 Đào Tấn, Ba Đình, Hà Nội. DT 45m2x7 tầng, lô góc, oto 7 chỗ đỗ cửa. 18.9tỷ","Ngõ 12, Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",Nhà riêng,18.9,420.0,45.0,4,4,Không,Không có,7,4.836,4.26,Đông - Nam,Đông - Nam,12/08/2025,Phường Cống Vị,Ba Đình
https://batdongsan.com.vn/ban-nha-rieng-pho-khuong-ha-phuong-khuong-dinh/chinh-chu-ban-dong-tien-no-u-ngo-o-to-so-41m-full-do-d-pr43765744,"Chính chủ bán nhà dòng tiền, nở hậu, ngõ ô tô, sổ 41m² Khương Hạ, full đồ đang cho thuê 40tr/tháng","Số 8, nghách 62, ngõ 29 Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",Nhà riêng,11.9,290.24,41.0,9,4,Không,Đầy đủ,6,3.5,3.2,Đông - Nam,Đông - Nam,12/08/2025,Phường Khương Đình,Thanh Xuân
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-xuan-soan-phuong-pham-dinh-ho/hang-hiem-tai-32-ty-85m2-mt-5-5m-7-tang-thang-may-pr43646982,"Giảm 2 tỷ tại Trần Xuân Soạn, 30 tỷ, 85m2, MT: 5,5m, 7 tầng thang máy","Phố Trần Xuân Soạn, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội",Nhà riêng,30.0,352.94,85.0,10,21,Có,Cơ bản,7,5.5,4.0,Đông - Nam,Đông - Nam,12/08/2025,Phường Phạm Đình Hổ,Hai Bà Trưng
